id,question,gt,predicted,sas,model
6_5,What was the implication of Roe vs Wade?,"Roe rendered these laws unconstitutional, making abortion services vastly safer and more accessible to women throughout the country. The decision also set a legal precedent that affected more than 30 subsequent Supreme Court cases involving restrictions on access to abortion.",Roe v Wade was a 1973 Supreme Court decision that legalized abortion in the United States.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
6_5,What was the implication of Roe vs Wade?,"Roe rendered these laws unconstitutional, making abortion services vastly safer and more accessible to women throughout the country. The decision also set a legal precedent that affected more than 30 subsequent Supreme Court cases involving restrictions on access to abortion.","The Supreme Court's landmark decision in Roe v. Wade held that abortions can be outlawed in certain circumstances, except in cases of rape, incest, and when the mother's life is in danger.",0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-15-40-34
6_7,What was the point of Brown v Board of Ed?,"Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark decision of the U.S. Supreme Court in which the Court ruled that American state laws establishing racial segregation in public schools are unconstitutional, even if the segregated schools are otherwise equal in quality.","In Brown v Board of Education, the United States Supreme Court ruled that public schools must be racially integrated.",0.82,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
6_7,What was the point of Brown v Board of Ed?,"Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark decision of the U.S. Supreme Court in which the Court ruled that American state laws establishing racial segregation in public schools are unconstitutional, even if the segregated schools are otherwise equal in quality.","In 1954, the U.S. Supreme Court decided the case Brown v. Board of Education.",0.85,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
6_7,What was the point of Brown v Board of Ed?,"Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark decision of the U.S. Supreme Court in which the Court ruled that American state laws establishing racial segregation in public schools are unconstitutional, even if the segregated schools are otherwise equal in quality.","Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark decision of the U",0.88,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
6_7,What was the point of Brown v Board of Ed?,"Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark decision of the U.S. Supreme Court in which the Court ruled that American state laws establishing racial segregation in public schools are unconstitutional, even if the segregated schools are otherwise equal in quality.",Brown v Board of Education was a 1954 United States Supreme Court case in which the Court ruled that the public education system was unconstitutional.,0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
6_7,What was the point of Brown v Board of Ed?,"Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark decision of the U.S. Supreme Court in which the Court ruled that American state laws establishing racial segregation in public schools are unconstitutional, even if the segregated schools are otherwise equal in quality.",Brown v Board of Education was a 1954 United States Supreme Court case.,0.84,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
7_3,What are carbohydrates composed of?,"Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen.","Carbohydrates are composed of carbon atoms and water molecules. As noted by the name, carbohydrates are composed of carbon atoms and water molecules.",0.83,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
7_3,What are carbohydrates composed of?,"Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen.","Carbohydrates are composed of carbon, hydrogen, and oxygen.",0.82,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
7_3,What are carbohydrates composed of?,"Carbohydrates (also called saccharides) are molecular compounds made from just three elements: carbon, hydrogen and oxygen.",Carbohydrates are composed of carbon atoms and water molecules.,0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
7_4,What are carbohydrates basic structure?,"The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources.","The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as",0.97,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
7_4,What are carbohydrates basic structure?,"The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources.","The basic structure of carbohydrates is simple sugars, starches, pectic substances, lignin, and cellulose.",0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
7_4,What are carbohydrates basic structure?,"The general empirical structure for carbohydrates is (CH2O)n. Monosaccharides, which are simple sugars that serve as fuel molecules as well as fundamental constituents of living organisms, are the simplest carbohydrates, and are required as energy sources.","The basic structure of carbohydrates is simple sugars, starches, pectic substances, lignin, and polysaccharides.",0.83,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
7_6,Tell me about lipids.,"Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.",Lipids are a type of polysaccharide found in plants and animals.,0.81,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
7_6,Tell me about lipids.,"Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.","Lipids are the structural components of cell membranes, and form various monomeric and signaling molecules within the body.",0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
7_6,Tell me about lipids.,"Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.",Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include,0.98,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
7_6,Tell me about lipids.,"Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.",A lipid is a group of molecules that make up the basic building blocks of the body.,0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-05-06
7_6,Tell me about lipids.,"Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.","Lipids are organic compounds that contain carbon, hydrogen, and oxygen.",0.82,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
7_6,Tell me about lipids.,"Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.",A lipid is a lipid that is present in the blood.,0.8,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
7_6,Tell me about lipids.,"Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells. Examples of lipids include fats, oils, waxes, certain vitamins (such as A, D, E and K), hormones and most of the cell membrane that is not made up of protein.",A lipid is a lipid that is found in the body.,0.83,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
7_7,What are the functions of lipids.,"The functions of lipids include storing energy, signaling, and acting as structural components of cell membranes.",Lipids are molecules that contain hydrocarbons and make up the building blocks of the structure and function of living cells.,0.83,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
